Test Name,,,,,,SW_SIT,SW_DC,SW_LV_DIE1,CONT4,PRE_OS_GS1,PRE_OS_DS1,SW_LV_DIE2,PRE_OS_GS2,PRE_OS_DS2,SW_LV_DIE,PRE_OS_GS3,PRE_OS_DS3,IGSS1_1,IGSS1_2,BVSS,ISS1,VGS(OFF),RSSON1,RSSON2,VFSS,IGSS2_1,IGSS2_2,ISS2,POST_OS_CHK
Bias1,,,,,,,,,IB=1.000mA,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,VSG=-20.00V,VSG=20.00V,IS2=250.0uA,VS2S1=100.0V,IS2=250.0uA,IS2=15.00A,IS2=15.00A,IS1=3.000A,VSG=-16.00V,VSG=16.00V,VS2S1=80.00V,IS2=250.0uA
Bias2,,,,,,,,,,,VG2S2=0.000V,,,VG2S2=0.000V,,,VG2S2=0.000V,,,,,VG2S2=0.000V,VG1=10.0V,VG1=4.50V,VGS2=10.0V,,,,VG2S2=0.000V
Bias3,,,,,,,,,,,,,,,,,,,,Vmax=200V,,,VG2=10.0V,VG2=4.50V,,,,,
1,3555,1,1,59,64,1.0000,1.0000,1.0000,4.2335,-0.0013,1.4924,1.0000,-0.0004,1.4945,1.0000,-0.0019,1.4921,-2.0276,5.5280,114.15,1.1929,1.4939,41.781,54.607,0.6770,-1.4472,4.1866,0.6455,1.4933
2,3556,1,1,59,65,1.0000,1.0000,1.0000,4.5984,-0.0011,1.4936,1.0000,-0.0020,1.4951,1.0000,-0.0013,1.4948,-3.3228,5.9649,114.18,1.1898,1.4960,41.785,54.647,0.6766,-2.7577,3.1355,0.6440,1.4951
3,3557,1,1,58,64,1.0000,1.0000,1.0000,4.4920,-0.0006,1.4933,1.0000,-0.0047,1.4951,1.0000,-0.0007,1.4936,-0.8026,7.3826,114.18,1.1715,1.4945,41.702,54.465,0.6779,-0.9554,5.4760,0.6358,1.4936
4,3558,1,1,58,65,1.0000,1.0000,1.0000,4.6897,-0.0005,1.4933,1.0000,0.0000,1.4948,1.0000,-0.0004,1.4948,-1.8504,5.0208,114.15,1.1715,1.4951,41.710,54.485,0.6773,-2.4461,5.1796,0.6333,1.4948
5,3559,1,1,57,64,1.0000,1.0000,1.0000,4.7566,-0.0008,1.4897,1.0000,-0.0007,1.4915,1.0000,-0.0007,1.4897,-0.6652,6.2277,114.15,1.1776,1.4906,41.710,54.465,0.6782,-0.9920,4.6480,0.6388,1.4900
6,3560,1,1,57,65,1.0000,1.0000,1.0000,4.7900,-0.0005,1.4900,1.0000,-0.0012,1.4912,1.0000,-0.0002,1.4912,-2.2292,4.5838,114.18,1.1776,1.4915,41.722,54.465,0.6773,-2.1467,4.9749,0.6352,1.4915
7,3561,1,1,56,64,1.0000,1.0000,1.0000,5.1216,-0.0027,1.4820,1.0000,-0.0003,1.4839,1.0000,-0.0002,1.4823,-1.0806,3.7802,114.27,1.2112,1.4827,41.681,54.404,0.6770,-0.2756,2.7811,0.6544,1.4814
8,3562,1,1,56,65,1.0000,1.0000,1.0000,4.9391,-0.0017,1.4817,1.0000,-0.0031,1.4839,1.0000,-0.0002,1.4842,-2.7424,3.8077,114.24,1.2112,1.4839,41.683,54.424,0.6766,-1.9451,2.8880,0.6531,1.4839
1,3563,1,1,63,64,1.0000,1.0000,1.0000,4.5346,-0.0022,1.5049,1.0000,-0.0007,1.5070,1.0000,-0.0010,1.5058,-0.6804,3.3525,113.96,1.1715,1.5061,42.133,55.114,0.6782,-0.0831,3.1111,0.6312,1.5061
2,3564,1,1,63,65,1.0000,1.0000,1.0000,4.5863,-0.0008,1.5061,1.0000,-0.0007,1.5076,1.0000,-0.0012,1.5076,-2.5377,3.9055,113.96,1.1685,1.5079,42.143,55.114,0.6779,-2.2414,4.2569,0.6315,1.5073
3,3565,1,1,62,64,1.0000,1.0000,1.0000,4.4342,-0.0012,1.5067,1.0000,-0.0002,1.5070,1.0000,-0.0011,1.5061,-3.3106,7.7248,114.03,1.1472,1.5070,41.984,54.911,0.6785,-3.0509,4.8680,0.6236,1.5064
4,3566,1,1,62,65,1.0000,1.0000,1.0000,4.7992,-0.0007,1.5064,1.0000,-0.0029,1.5076,1.0000,-0.0011,1.5073,-1.5022,5.2377,114.03,1.1502,1.5076,42.001,54.931,0.6782,-0.8729,5.3660,0.6221,1.5073
5,3567,1,1,61,64,1.0000,1.0000,1.0000,4.4859,-0.0036,1.5049,1.0000,-0.0018,1.5073,1.0000,-0.0077,1.5055,-0.9370,4.0919,114.03,1.1594,1.5055,41.803,54.708,0.6782,-1.0348,3.9055,0.6294,1.5052
6,3568,1,1,61,65,1.0000,1.0000,1.0000,5.2554,-0.0011,1.5052,1.0000,-0.0022,1.5076,1.0000,-0.0005,1.5082,-0.6927,4.4463,114.06,1.1594,1.5082,41.826,54.749,0.6779,-0.2329,4.4066,0.6254,1.5076
7,3569,1,1,60,64,1.0000,1.0000,1.0000,5.0151,-0.0007,1.5000,1.0000,-0.0005,1.5027,1.0000,-0.0011,1.4997,-0.8301,5.5127,114.09,1.1837,1.5003,41.706,54.607,0.6773,-0.3505,2.3839,0.6406,1.4997
8,3570,1,1,60,65,1.0000,1.0000,1.0000,4.2578,-0.0005,1.5003,1.0000,-0.0014,1.5027,1.0000,-0.0014,1.5024,-2.8921,6.1054,114.12,1.1837,1.5033,41.708,54.627,0.6770,-2.7363,3.8475,0.6382,1.5027
1,3571,1,1,67,64,1.0000,1.0000,1.0000,4.4372,-0.0009,1.5137,1.0000,-0.0012,1.5152,1.0000,-0.0006,1.5146,-1.9421,3.0653,113.36,1.1807,1.5152,42.637,55.560,0.6791,-1.7802,2.3197,0.6278,1.5149
2,3572,1,1,67,65,1.0000,1.0000,1.0000,4.7900,-0.0018,1.5149,1.0000,-0.0002,1.5161,1.0000,-0.0007,1.5161,-2.3392,4.6266,113.39,1.1807,1.5170,42.651,55.581,0.6785,-0.7996,2.5794,0.6275,1.5161
3,3573,1,1,66,64,1.0000,1.0000,1.0000,4.9816,-0.0034,1.5186,1.0000,-0.0069,1.5198,1.0000,-0.0022,1.5189,-3.1639,5.4485,113.54,1.1533,1.5192,42.413,55.357,0.6794,-2.4003,3.8688,0.6211,1.5189
4,3574,1,1,66,65,1.0000,1.0000,1.0000,4.2243,-0.0054,1.5192,1.0000,-0.0007,1.5204,1.0000,-0.0058,1.5198,-2.5591,7.0985,113.54,1.1502,1.5207,42.436,55.418,0.6791,-1.8229,4.0858,0.6178,1.5201
5,3575,1,1,65,64,1.0000,1.0000,1.0000,4.8904,-0.0007,1.5170,1.0000,0.0000,1.5180,1.0000,-0.0004,1.5170,-2.8310,4.8710,113.78,1.1472,1.5177,42.279,55.256,0.6794,-1.8901,3.6611,0.6214,1.5170
6,3576,1,1,65,65,1.0000,1.0000,1.0000,4.8752,-0.0014,1.5170,1.0000,-0.0003,1.5183,1.0000,-0.0005,1.5183,-0.7477,4.6663,113.72,1.1411,1.5189,42.297,55.256,0.6791,-0.1473,2.4481,0.6172,1.5183
7,3577,1,1,64,64,1.0000,1.0000,1.0000,5.1550,-0.0003,1.5113,1.0000,-0.0019,1.5116,1.0000,-0.0016,1.5110,-3.1609,5.5524,113.93,1.1502,1.5119,42.139,55.053,0.6785,-2.4644,2.7322,0.6230,1.5113
8,3578,1,1,64,65,1.0000,1.0000,1.0000,5.1733,-0.0016,1.5116,1.0000,-0.0010,1.5125,1.0000,-0.0013,1.5119,-1.4258,5.2285,113.93,1.1502,1.5128,42.137,55.094,0.6779,-0.9859,5.0177,0.6221,1.5122
1,3579,1,1,71,64,1.0000,1.0000,1.0000,4.5346,-0.0016,1.5192,1.0000,-0.0015,1.5222,1.0000,-0.0025,1.5192,-3.5336,5.9679,110.43,1.0222,1.5198,43.995,57.021,0.6824,-2.5927,2.2372,0.5047,1.5195
2,3580,1,1,71,65,1.0000,1.0000,1.0000,4.9087,-0.0012,1.5201,1.0000,-0.0003,1.5234,1.0000,-0.0030,1.5228,-2.4980,5.7999,110.37,1.0222,1.5234,44.007,57.021,0.6824,-2.2353,4.9596,0.5053,1.5234
3,3581,1,1,70,64,1.0000,1.0000,1.0000,4.7931,-0.0017,1.5201,1.0000,-0.0005,1.5228,1.0000,-0.0024,1.5195,-3.1487,6.8601,111.71,1.1594,1.5204,43.391,56.311,0.6824,-2.0031,3.6702,0.5833,1.5195
4,3582,1,1,70,65,1.0000,1.0000,1.0000,4.9421,-0.0001,1.5204,1.0000,-0.0001,1.5228,1.0000,-0.0012,1.5228,-0.5888,6.4079,111.71,1.1563,1.5237,43.415,56.331,0.6818,-0.6438,4.0125,0.5809,1.5231
5,3583,1,1,69,64,1.0000,1.0000,1.0000,5.3253,-0.0005,1.5222,1.0000,-0.0005,1.5228,1.0000,-0.0012,1.5216,-2.6691,6.5638,112.35,1.1502,1.5225,43.088,56.007,0.6809,-2.6782,5.0758,0.5961,1.5222
6,3584,1,1,69,65,1.0000,1.0000,1.0000,5.0090,-0.0015,1.5222,1.0000,-0.0016,1.5231,1.0000,-0.0006,1.5231,-0.9034,4.2324,112.29,1.1533,1.5234,43.102,56.007,0.6809,-0.1167,4.2141,0.5928,1.5228
7,3585,1,1,68,64,1.0000,1.0000,1.0000,5.4470,-0.0014,1.5180,1.0000,-0.0012,1.5201,1.0000,-0.0012,1.5180,-2.2536,4.3211,112.93,1.1685,1.5189,42.771,55.662,0.6794,-2.2414,4.7091,0.6117,1.5183
8,3586,1,1,68,65,1.0000,1.0000,1.0000,5.3831,-0.0003,1.5180,1.0000,-0.0018,1.5198,1.0000,-0.0016,1.5201,-0.2681,3.5602,112.84,1.1685,1.5204,42.769,55.702,0.6797,-0.0770,3.5939,0.6102,1.5198
1,3587,1,1,71,66,1.0000,1.0000,1.0000,4.7870,-0.0040,1.5253,1.0000,-0.0003,1.5271,1.0000,-0.0034,1.5256,-1.9207,6.2857,110.31,1.0100,1.5265,43.995,57.042,0.6830,-1.7404,2.1639,0.4989,1.5262
2,3588,1,1,71,67,1.0000,1.0000,1.0000,4.5863,-0.0010,1.5262,1.0000,-0.0006,1.5274,1.0000,-0.0008,1.5274,-2.0642,7.3765,110.31,1.0100,1.5283,44.011,57.062,0.6824,-0.9126,2.9858,0.4995,1.5274
3,3589,1,1,70,66,1.0000,1.0000,1.0000,5.0151,-0.0008,1.5277,1.0000,-0.0001,1.5301,1.0000,-0.0012,1.5277,-1.6305,6.6982,111.68,1.1502,1.5283,43.365,56.331,0.6818,-2.3086,4.8344,0.5779,1.5277
4,3590,1,1,70,67,1.0000,1.0000,1.0000,4.5498,-0.0022,1.5277,1.0000,-0.0029,1.5304,1.0000,-0.0012,1.5304,-2.1559,4.9291,111.68,1.1502,1.5310,43.375,56.352,0.6815,-2.0184,5.2224,0.5766,1.5304
5,3591,1,1,69,66,1.0000,1.0000,1.0000,5.8454,-0.0020,1.5237,1.0000,-0.0020,1.5253,1.0000,-0.0020,1.5244,-0.4055,4.0797,112.32,1.1533,1.5244,43.043,55.966,0.6815,-0.1856,3.8566,0.5934,1.5240
6,3592,1,1,69,67,1.0000,1.0000,1.0000,5.2736,-0.0007,1.5240,1.0000,-0.0003,1.5253,1.0000,-0.0010,1.5253,-2.1986,4.2508,112.32,1.1533,1.5256,43.058,55.986,0.6809,-1.6793,4.3822,0.5913,1.5253
7,3593,1,1,68,66,1.0000,1.0000,1.0000,4.9634,-0.0033,1.5201,1.0000,-0.0003,1.5216,1.0000,-0.0012,1.5210,-0.5796,3.2211,112.81,1.1654,1.5210,42.781,55.723,0.6800,-0.1931,2.3014,0.6077,1.5204
8,3594,1,1,68,67,1.0000,1.0000,1.0000,4.9087,-0.0011,1.5207,1.0000,-0.0017,1.5219,1.0000,-0.0001,1.5219,-2.7607,5.5188,112.84,1.1624,1.5225,42.789,55.743,0.6797,-2.4614,2.5611,0.6077,1.5222
1,3595,1,1,67,66,1.0000,1.0000,1.0000,4.5893,-0.0006,1.5195,1.0000,-0.0021,1.5228,1.0000,-0.0016,1.5192,-3.3014,5.5738,113.39,1.1563,1.5204,42.531,55.499,0.6794,-2.5866,2.6925,0.6135,1.5198
2,3596,1,1,67,67,1.0000,1.0000,1.0000,4.7231,-0.0060,1.5201,1.0000,-0.0012,1.5244,1.0000,-0.0005,1.5237,-1.5969,4.6022,113.39,1.1594,1.5247,42.547,55.520,0.6788,-1.0898,4.7794,0.6150,1.5237
3,3597,1,1,66,66,1.0000,1.0000,1.0000,4.4129,-0.0003,1.5231,1.0000,-0.0004,1.5265,1.0000,-0.0009,1.5228,-1.7465,7.0190,113.54,1.1350,1.5237,42.352,55.337,0.6803,-0.5033,3.6061,0.6086,1.5225
4,3598,1,1,66,67,1.0000,1.0000,1.0000,4.5558,-0.0032,1.5234,1.0000,-0.0002,1.5265,1.0000,-0.0049,1.5268,-1.0012,6.3193,113.54,1.1319,1.5274,42.368,55.378,0.6794,-1.5022,4.2294,0.6077,1.5271
5,3599,1,1,65,66,1.0000,1.0000,1.0000,5.4896,-0.0060,1.5219,1.0000,-0.0002,1.5256,1.0000,-0.0014,1.5216,-2.3178,5.9557,113.75,1.1258,1.5228,42.224,55.215,0.6797,-2.2567,5.6196,0.6096,1.5219
6,3600,1,1,65,67,1.0000,1.0000,1.0000,5.0942,-0.0014,1.5222,1.0000,-0.0005,1.5256,1.0000,-0.0001,1.5256,-1.5449,4.9841,113.75,1.1258,1.5259,42.236,55.256,0.6794,-0.1901,2.9889,0.6071,1.5253
7,3601,1,1,64,66,1.0000,1.0000,1.0000,4.5254,-0.0023,1.5164,1.0000,-0.0025,1.5204,1.0000,-0.0006,1.5164,-1.1448,5.3324,113.93,1.1319,1.5174,42.104,55.073,0.6788,-1.0256,2.4114,0.6138,1.5167
8,3602,1,1,64,67,1.0000,1.0000,1.0000,4.6745,-0.0017,1.5170,1.0000,-0.0001,1.5207,1.0000,-0.0026,1.5201,-2.6202,6.3499,113.87,1.1319,1.5213,42.104,55.094,0.6785,-2.1803,4.2141,0.6132,1.5204
1,3603,1,1,63,66,1.0000,1.0000,1.0000,4.7931,-0.0004,1.5110,1.0000,-0.0001,1.5143,1.0000,-0.0021,1.5113,-2.5255,3.5816,113.90,1.1472,1.5119,42.039,55.012,0.6788,-1.9726,3.9850,0.6172,1.5119
2,3604,1,1,63,67,1.0000,1.0000,1.0000,5.3649,-0.0039,1.5116,1.0000,-0.0010,1.5146,1.0000,-0.0016,1.5149,-0.8515,3.5755,113.87,1.1441,1.5152,42.060,55.073,0.6785,-0.1856,2.3717,0.6196,1.5146
3,3605,1,1,62,66,1.0000,1.0000,1.0000,4.7383,-0.0017,1.5128,1.0000,-0.0004,1.5161,1.0000,-0.0022,1.5128,-3.2495,5.9435,114.06,1.1319,1.5131,41.919,54.911,0.6794,-2.1528,4.0094,0.6120,1.5125
4,3606,1,1,62,67,1.0000,1.0000,1.0000,4.9239,-0.0026,1.5128,1.0000,-0.0017,1.5161,1.0000,-0.0001,1.5164,-0.8882,6.8785,113.99,1.1289,1.5170,41.950,54.952,0.6794,-0.3811,3.6061,0.6105,1.5161
5,3607,1,1,61,66,1.0000,1.0000,1.0000,5.0273,-0.0002,1.5128,1.0000,-0.0038,1.5134,1.0000,-0.0012,1.5122,-3.0234,6.7532,114.06,1.1380,1.5131,41.783,54.769,0.6785,-2.8035,4.0675,0.6169,1.5125
6,3608,1,1,61,67,1.0000,1.0000,1.0000,5.7238,-0.0015,1.5128,1.0000,-0.0022,1.5140,1.0000,-0.0005,1.5134,-0.3475,6.3102,114.03,1.1380,1.5143,41.807,54.769,0.6788,-0.4727,4.5074,0.6160,1.5137
7,3609,1,1,60,66,1.0000,1.0000,1.0000,5.9732,-0.0017,1.5061,1.0000,-0.0001,1.5067,1.0000,-0.0016,1.5067,-0.5124,3.0225,113.99,1.1715,1.5067,41.700,54.627,0.6782,-0.1459,2.8178,0.6309,1.5061
8,3610,1,1,60,67,1.0000,1.0000,1.0000,4.9786,0.0000,1.5064,1.0000,-0.0004,1.5064,1.0000,-0.0002,1.5067,-2.7760,4.2599,114.03,1.1715,1.5070,41.698,54.647,0.6776,-1.7221,2.9614,0.6303,1.5064
1,3611,1,1,59,66,1.0000,1.0000,1.0000,5.0820,-0.0020,1.4954,1.0000,-0.0053,1.4967,1.0000,-0.0003,1.4963,-0.8301,3.4991,114.15,1.1837,1.4970,41.759,54.627,0.6782,-0.0984,2.2922,0.6358,1.4967
2,3612,1,1,59,67,1.0000,1.0000,1.0000,4.9299,0.0000,1.4967,1.0000,-0.0033,1.4967,1.0000,-0.0002,1.4970,-3.2495,4.3088,114.12,1.1837,1.4973,41.773,54.647,0.6773,-2.3483,2.2831,0.6370,1.4967
3,3613,1,1,58,66,1.0000,1.0000,1.0000,4.7444,-0.0003,1.4960,1.0000,-0.0049,1.4970,1.0000,-0.0025,1.4963,-1.2578,6.5638,114.15,1.1594,1.4967,41.702,54.525,0.6788,-0.3689,3.4014,0.6288,1.4960
4,3614,1,1,58,67,1.0000,1.0000,1.0000,5.1003,-0.0033,1.4960,1.0000,-0.0002,1.4976,1.0000,-0.0005,1.4973,-0.3536,5.6441,114.09,1.1594,1.4979,41.722,54.546,0.6782,-0.8087,4.8955,0.6281,1.4970
5,3615,1,1,57,66,1.0000,1.0000,1.0000,5.0638,-0.0017,1.4918,1.0000,-0.0003,1.4924,1.0000,-0.0011,1.4927,-2.0978,4.3577,114.15,1.1746,1.4924,41.702,54.485,0.6782,-1.8351,3.2486,0.6342,1.4921
6,3616,1,1,57,67,1.0000,1.0000,1.0000,5.7025,-0.0016,1.4918,1.0000,-0.0015,1.4930,1.0000,-0.0018,1.4930,-0.9370,4.6755,114.18,1.1715,1.4933,41.724,54.505,0.6785,-0.4192,3.1355,0.6312,1.4921
7,3617,1,1,56,66,1.0000,1.0000,1.0000,4.9816,-0.0051,1.4839,1.0000,-0.0009,1.4833,1.0000,-0.0051,1.4839,-1.2517,5.1002,114.24,1.2051,1.4845,41.732,54.465,0.6779,-0.9859,2.1425,0.6510,1.4836
8,3618,1,1,56,67,1.0000,1.0000,1.0000,5.1641,-0.0001,1.4842,1.0000,-0.0003,1.4833,1.0000,-0.0004,1.4827,-2.7149,6.3010,114.27,1.2020,1.4839,41.740,54.485,0.6770,-2.4705,4.1622,0.6492,1.4830
1,3619,1,1,55,66,1.0000,1.0000,1.0000,4.5102,-0.0003,1.4784,1.0000,-0.0005,1.4793,1.0000,-0.0010,1.4799,-2.3331,3.1661,114.27,1.2173,1.4799,41.846,54.566,0.6776,-2.0062,2.2556,0.6562,1.4796
2,3620,1,1,55,67,1.0000,1.0000,1.0000,5.3345,-0.0010,1.4802,1.0000,-0.0019,1.4799,1.0000,-0.0017,1.4796,-3.0601,5.9313,114.30,1.2142,1.4805,41.872,54.607,0.6766,-2.9715,3.8933,0.6562,1.4802
3,3621,1,1,54,66,1.0000,1.0000,1.0000,4.8874,-0.0013,1.4820,1.0000,-0.0049,1.4820,1.0000,-0.0015,1.4823,-0.6560,7.0710,114.27,1.1990,1.4830,41.870,54.566,0.6782,-0.9126,5.7510,0.6480,1.4823
4,3622,1,1,54,67,1.0000,1.0000,1.0000,5.2949,-0.0053,1.4820,1.0000,-0.0020,1.4811,1.0000,-0.0048,1.4820,-0.7079,4.0736,114.24,1.1990,1.4817,41.885,54.586,0.6782,-0.6316,3.6550,0.6464,1.4817
5,3623,1,1,53,66,1.0000,1.0000,1.0000,5.8789,-0.0022,1.4863,1.0000,-0.0016,1.4823,1.0000,-0.0017,1.4863,-1.8199,6.6126,114.36,1.1990,1.4872,41.950,54.688,0.6788,-2.2200,3.5816,0.6495,1.4866
6,3624,1,1,53,67,1.0000,1.0000,1.0000,6.3320,-0.0009,1.4866,1.0000,-0.0002,1.4827,1.0000,-0.0018,1.4823,-1.8474,6.6493,114.36,1.2020,1.4830,41.976,54.688,0.6779,-1.2608,4.8741,0.6480,1.4823
7,3625,1,1,52,66,1.0000,1.0000,1.0000,4.9816,-0.0001,1.4769,1.0000,-0.0021,1.4760,1.0000,-0.0015,1.4769,-1.8229,5.1277,114.45,1.2264,1.4775,41.925,54.566,0.6773,-2.5163,3.9452,0.6620,1.4772
8,3626,1,1,52,67,1.0000,1.0000,1.0000,4.8752,-0.0026,1.4772,1.0000,-0.0002,1.4753,1.0000,-0.0009,1.4760,-2.5622,3.7039,114.45,1.2295,1.4760,41.923,54.586,0.6773,-1.9818,3.6550,0.6626,1.4753
1,3627,1,1,51,66,1.0000,1.0000,1.0000,4.3582,-0.0011,1.4738,1.0000,-0.0045,1.4729,1.0000,-0.0013,1.4729,-3.4328,5.4760,114.51,1.2477,1.4747,41.982,54.647,0.6773,-2.7546,2.5856,0.6745,1.4741
2,3628,1,1,51,67,1.0000,1.0000,1.0000,4.6258,-0.0011,1.4741,1.0000,-0.0006,1.4732,1.0000,-0.0005,1.4735,-2.6202,3.8902,114.51,1.2569,1.4738,41.999,54.667,0.6766,-2.2536,4.1988,0.6766,1.4732
3,3629,1,1,50,66,1.0000,1.0000,1.0000,5.1854,-0.0004,1.4757,1.0000,-0.0001,1.4757,1.0000,-0.0007,1.4763,-0.7660,5.0666,114.54,1.2356,1.4763,42.072,54.728,0.6785,-0.5308,4.3791,0.6714,1.4760
4,3630,1,1,50,67,1.0000,1.0000,1.0000,5.4987,-0.0024,1.4760,1.0000,-0.0026,1.4763,1.0000,-0.0007,1.4760,-0.9523,5.0360,114.57,1.2325,1.4763,42.092,54.749,0.6779,-0.2742,5.1369,0.6681,1.4757
5,3631,1,1,49,66,1.0000,1.0000,1.0000,5.4896,-0.0004,1.4769,1.0000,-0.0002,1.4753,1.0000,-0.0003,1.4772,-1.3586,4.2722,114.60,1.2356,1.4772,42.147,54.830,0.6785,-1.7191,4.1438,0.6720,1.4772
6,3632,1,1,49,67,1.0000,1.0000,1.0000,5.3710,-0.0022,1.4772,1.0000,-0.0002,1.4753,1.0000,-0.0001,1.4750,-2.9929,6.1666,114.70,1.2295,1.4760,42.169,54.850,0.6779,-2.1559,3.1355,0.6681,1.4750
7,3633,1,1,48,66,1.0000,1.0000,1.0000,4.5619,-0.0022,1.4720,1.0000,-0.0044,1.4732,1.0000,-0.0002,1.4720,-0.6835,5.8396,114.73,1.2447,1.4729,42.240,54.911,0.6779,-0.5430,3.3464,0.6787,1.4720
8,3634,1,1,48,67,1.0000,1.0000,1.0000,4.8083,-0.0022,1.4717,1.0000,-0.0018,1.4726,1.0000,-0.0017,1.4732,-0.3628,3.5541,114.66,1.2477,1.4732,42.238,54.931,0.6779,-0.0140,3.3219,0.6778,1.4726
1,3635,1,1,47,66,1.0000,1.0000,1.0000,4.4829,-0.0024,1.4702,1.0000,-0.0010,1.4717,1.0000,-0.0006,1.4711,-1.2395,5.0421,114.82,1.2386,1.4720,42.167,54.850,0.6782,-0.6652,1.8767,0.6757,1.4711
2,3636,1,1,47,67,1.0000,1.0000,1.0000,4.9299,-0.0036,1.4711,1.0000,-0.0038,1.4720,1.0000,-0.0001,1.4723,-0.8057,3.8658,114.82,1.2417,1.4726,42.184,54.870,0.6779,-0.0695,2.7536,0.6766,1.4720
3,3637,1,1,46,66,1.0000,1.0000,1.0000,4.8691,-0.0012,1.4741,1.0000,-0.0017,1.4741,1.0000,-0.0002,1.4741,-2.1589,7.0740,114.82,1.2142,1.4744,42.226,54.931,0.6788,-2.2231,3.6580,0.6669,1.4738
4,3638,1,1,46,67,1.0000,1.0000,1.0000,5.0060,-0.0055,1.4744,1.0000,-0.0014,1.4747,1.0000,-0.0057,1.4741,-2.3514,7.1351,114.85,1.2112,1.4753,42.251,54.952,0.6782,-1.7740,4.7610,0.6650,1.4747
5,3639,1,1,45,66,1.0000,1.0000,1.0000,5.7298,-0.0012,1.4750,1.0000,-0.0001,1.4735,1.0000,-0.0011,1.4747,-2.9745,5.2652,114.85,1.2173,1.4753,42.208,54.931,0.6785,-1.9543,3.4441,0.6687,1.4744
6,3640,1,1,45,67,1.0000,1.0000,1.0000,5.6143,-0.0029,1.4747,1.0000,-0.0002,1.4735,1.0000,-0.0017,1.4735,-0.8576,4.7733,114.85,1.2142,1.4741,42.228,54.952,0.6788,-0.1337,2.4572,0.6669,1.4732
7,3641,1,1,44,66,1.0000,1.0000,1.0000,5.2219,-0.0003,1.4775,1.0000,-0.0026,1.4760,1.0000,-0.0009,1.4769,-2.8768,5.6991,114.94,1.2264,1.4775,42.157,54.911,0.6776,-2.6294,3.4289,0.6766,1.4775
8,3642,1,1,44,67,1.0000,1.0000,1.0000,4.9026,-0.0019,1.4775,1.0000,-0.0002,1.4763,1.0000,-0.0002,1.4760,-0.5888,5.7632,114.94,1.2295,1.4769,42.169,54.931,0.6776,-0.5827,4.6510,0.6778,1.4760
1,3643,1,1,43,66,1.0000,1.0000,1.0000,4.3946,-0.0029,1.4674,1.0000,-0.0025,1.4677,1.0000,-0.0008,1.4680,-2.4400,3.9819,115.09,1.2234,1.4683,42.037,54.728,0.6776,-0.8912,2.5336,0.6769,1.4683
2,3644,1,1,43,67,1.0000,1.0000,1.0000,4.5619,-0.0007,1.4683,1.0000,-0.0029,1.4683,1.0000,-0.0008,1.4683,-1.0348,5.8366,115.09,1.2173,1.4690,42.053,54.728,0.6773,-0.8332,2.7964,0.6778,1.4683
3,3645,1,1,42,66,1.0000,1.0000,1.0000,4.9543,-0.0001,1.4680,1.0000,-0.0064,1.4683,1.0000,-0.0024,1.4674,-3.0112,7.1199,115.09,1.1990,1.4687,41.915,54.525,0.6776,-3.1578,5.7785,0.6720,1.4680
4,3646,1,1,42,67,1.0000,1.0000,1.0000,5.0303,-0.0011,1.4677,1.0000,-0.0005,1.4680,1.0000,-0.0014,1.4680,-2.4003,4.8435,115.12,1.2020,1.4683,41.927,54.546,0.6776,-1.3586,3.9483,0.6717,1.4677
5,3647,1,1,41,66,1.0000,1.0000,1.0000,5.3466,-0.0027,1.4662,1.0000,-0.0015,1.4671,1.0000,-0.0012,1.4665,-0.9798,6.0321,115.21,1.2020,1.4674,41.860,54.505,0.6779,-0.2833,2.7719,0.6775,1.4665
6,3648,1,1,41,67,1.0000,1.0000,1.0000,5.3801,-0.0006,1.4671,1.0000,-0.0048,1.4668,1.0000,-0.0018,1.4668,-2.9135,6.4782,115.21,1.1959,1.4677,41.877,54.505,0.6773,-2.5958,3.7314,0.6733,1.4674
7,3649,1,1,40,66,1.0000,1.0000,1.0000,5.0212,-0.0020,1.4620,1.0000,-0.0030,1.4635,1.0000,-0.0011,1.4620,-2.7057,3.5052,115.36,1.2142,1.4623,41.801,54.383,0.6766,-1.8565,2.9339,0.6885,1.4620
8,3650,1,1,40,67,1.0000,1.0000,1.0000,4.6228,-0.0021,1.4620,1.0000,-0.0035,1.4641,1.0000,-0.0014,1.4641,-0.9004,4.7274,115.36,1.2173,1.4644,41.799,54.404,0.6766,-0.2023,2.4114,0.6891,1.4638
1,3651,1,1,39,66,1.0000,1.0000,1.0000,4.1483,-0.0032,1.4589,1.0000,-0.0009,1.4613,1.0000,-0.0021,1.4595,-2.3208,3.9819,115.46,1.2142,1.4601,41.712,54.262,0.6763,-1.9268,4.4494,0.6894,1.4595
2,3652,1,1,39,67,1.0000,1.0000,1.0000,5.2949,-0.0003,1.4595,1.0000,-0.0012,1.4613,1.0000,-0.0024,1.4620,-0.7660,3.3036,115.40,1.2142,1.4623,41.728,54.302,0.6763,-0.3811,2.9522,0.6912,1.4613
3,3653,1,1,38,66,1.0000,1.0000,1.0000,4.7383,-0.0007,1.4613,1.0000,-0.0011,1.4638,1.0000,-0.0005,1.4616,-2.6874,5.6074,115.43,1.1929,1.4620,41.488,54.018,0.6770,-1.6671,4.8099,0.6830,1.4613
